"MOD","CAP","CAT","SUB","NROM","NUM","Departamento","Reportar","Nivel","Categorias","Rubro","Sector (Gráfica sectorial)","Sector (Colores histograma)","CO2abs","CO2","CH4","N2O","HFC-23","HFC-32","HFC-125","HFC-134a","HFC-143a","HFC-152a","HFC-227ea","HFC-236fa","HFC-245fa","HFC-365mfc","HFC-43-10mee","PFC-14","PFC-116","SF6","CO2abseq","CO2eq","CH4eq","N2Oeq","HFC-23eq","HFC-32eq","HFC-125eq","HFC-134aeq","HFC-143aeq","HFC-152aeq","HFC-227eaeq","HFC-236faeq","HFC-245faeq","HFC-365mfceq","HFC-43-10meeeq","PFC-14eq","PFC-116eq","SF6eq","Abosorciones_totales","Emisiones_Totales","Emisiones_Netas"
"3","B","3","b","iv","2","BOGOTA","SI","3B3biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","iv","3","BOGOTA","SI","3B3biv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v",,"BOGOTA","SI","3B3bvSI","3B3bv - Otras tierras convertidas en pastizales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v","1","BOGOTA","SI","3B3bv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v","2","BOGOTA","SI","3B3bv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","3","b","v","3","BOGOTA","SI","3B3bv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","null","null",,"BOGOTA","SI","3B4SI","3B4 - Humedales","null","null","null","0","0.0268336709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0268336709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0268336709","0.0268336709"
"3","B","4","a","null",,"BOGOTA","SI","3B4aSI","3B4a - Humedales que permanecen como tales","Difusión en humedales permanentes","Minas y Energía","Minas y Energía","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","a","i","1","BOGOTA","SI","3B4ai1SI","Difusión","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","null",,"BOGOTA","SI","3B4bSI","3B4b - Tierras convertidas en humedales","null","null","null","0","0.0268336709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0268336709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0268336709","0.0268336709"
"3","A","1","j","null",,"BOLIVAR","SI","3A1jSI","3A1j - Aves","Fermentación entérica (ganado no bovino)","Agropecuario","Agropecuario",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"3","B","4","b","i",,"BOGOTA","SI","3B4biSI","3B4bi - Tierras forestales convertidas en humedales","Deforestación (Tierras forestales convertidas en humedales)","Gestión de tierras forestales","Deforestación","0","0.0268336709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0268336709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0268336709","0.0268336709"
"3","B","4","b","i","1","BOGOTA","SI","3B4bi1SI","Biomasa","null","null","null","0","0.0157645303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0157645303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0157645303","0.0157645303"
"3","B","4","b","i","2","BOGOTA","SI","3B4bi2SI","MOM","null","null","null","0","0.0003723053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003723053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003723053","0.0003723053"
"3","B","4","b","i","3","BOGOTA","SI","3B4bi3SI","Suelos","null","null","null","0","0.0106968353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0106968353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0106968353","0.0106968353"
"3","B","4","b","ii",,"BOGOTA","SI","3B4biiSI","3B4bii - Tierras de cultivo convertidas en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","ii","1","BOGOTA","SI","3B4bii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","ii","2","BOGOTA","SI","3B4bii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","ii","3","BOGOTA","SI","3B4bii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii",,"BOGOTA","SI","3B4biiiSI","3B4biii - Pastizales convertidos en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii","1","BOGOTA","SI","3B4biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii","2","BOGOTA","SI","3B4biii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iii","3","BOGOTA","SI","3B4biii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv",,"BOGOTA","SI","3B4bivSI","3B4biv - Asentamientos convertidos en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv","1","BOGOTA","SI","3B4biv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv","2","BOGOTA","SI","3B4biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","iv","3","BOGOTA","SI","3B4biv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","v",,"BOGOTA","SI","3B4bvSI","3B4bv - Otras tierras convertidas en humedales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","v","1","BOGOTA","SI","3B4bv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","v","2","BOGOTA","SI","3B4bv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","4","b","v","3","BOGOTA","SI","3B4bv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","null","null",,"BOGOTA","SI","3B5SI","3B5 - Asentamientos","null","null","null","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0.0174747597"
"3","B","5","a","null",,"BOGOTA","SI","3B5aSI","3B5a - Asentamientos que permanecen como tales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","a","i",,"BOGOTA","SI","3B5aiSI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","a","ii",,"BOGOTA","SI","3B5aiiSI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","a","iii",,"BOGOTA","SI","3B5aiiiSI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","null",,"BOGOTA","SI","3B5bSI","3B5b - Tierras convertidas en asentamientos","null","null","null","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0.0174747597"
"3","B","5","b","i",,"BOGOTA","SI","3B5biSI","3B5bi - Tierras forestales convertidas en Asentamientos","Deforestación (Tierras forestales convertidas en Asentamientos)","Gestión de tierras forestales","Deforestación","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0.0174747597"
"3","B","5","b","i","1","BOGOTA","SI","3B5bi1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","i","2","BOGOTA","SI","3B5bi2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","i","3","BOGOTA","SI","3B5bi3SI","Suelos","null","null","null","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0174747597","0.0174747597"
"3","B","5","b","ii",,"BOGOTA","SI","3B5biiSI","3B5bii - Tierras de cultivo convertidas en Asentamientos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","ii","1","BOGOTA","SI","3B5bii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","ii","2","BOGOTA","SI","3B5bii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","ii","3","BOGOTA","SI","3B5bii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iii",,"BOGOTA","SI","3B5biiiSI","3B5biii - Pastizales convertidos en Asentamientos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iii","1","BOGOTA","SI","3B5biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iii","2","BOGOTA","SI","3B5biii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iii","3","BOGOTA","SI","3B5biii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iv",,"BOGOTA","SI","3B5bivSI","3B5biv - Humedales convertidos en Asentamientos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iv","1","BOGOTA","SI","3B5biv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iv","2","BOGOTA","SI","3B5biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","iv","3","BOGOTA","SI","3B5biv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","v",,"BOGOTA","SI","3B5bvSI","3B5bv - Otras tierras convertidas en Asentamientos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","v","1","BOGOTA","SI","3B5bv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","v","2","BOGOTA","SI","3B5bv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","5","b","v","3","BOGOTA","SI","3B5bv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","null","null",,"BOGOTA","SI","3B6SI","3B6 - Otras tierras","null","null","null","0","0.1113187876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1113187876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1113187876","0.1113187876"
"3","B","6","a","null",,"BOGOTA","SI","3B6aSI","3B6a - Otras tierras que permanecen como tales","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","a","i",,"BOGOTA","SI","3B6aiSI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","a","ii",,"BOGOTA","SI","3B6aiiSI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","a","iii",,"BOGOTA","SI","3B6aiiiSI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","null",,"BOGOTA","SI","3B6bSI","3B6b - Tierras convertidas en otras tierras","null","null","null","0","0.1113187876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1113187876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1113187876","0.1113187876"
"3","B","6","b","i",,"BOGOTA","SI","3B6biSI","3B6bi - Tierras forestales convertidas en otras tierras","Deforestación (Tierras forestales convertidas en otras tierras)","Gestión de tierras forestales","Deforestación","0","0.1113187876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1113187876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1113187876","0.1113187876"
"3","B","6","b","i","1","BOGOTA","SI","3B6bi1SI","Biomasa","null","null","null","0","0.0630581212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0630581212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0630581212","0.0630581212"
"3","B","6","b","i","2","BOGOTA","SI","3B6bi2SI","MOM","null","null","null","0","0.0014892211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0014892211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0014892211","0.0014892211"
"3","B","6","b","i","3","BOGOTA","SI","3B6bi3SI","Suelos","null","null","null","0","0.0467714453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0467714453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0467714453","0.0467714453"
"3","B","6","b","ii",,"BOGOTA","SI","3B6biiSI","3B6bii - Tierras de cultivo convertidas en otras tierras","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","ii","1","BOGOTA","SI","3B6bii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","ii","2","BOGOTA","SI","3B6bii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","ii","3","BOGOTA","SI","3B6bii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","A","1","j","i",,"BOLIVAR","SI","3A1jiSI","3A1ji - Ponedoras","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"3","B","6","b","iii",,"BOGOTA","SI","3B6biiiSI","3B6biii - Pastizales convertidos en otras tierras","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iii","1","BOGOTA","SI","3B6biii1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iii","2","BOGOTA","SI","3B6biii2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iii","3","BOGOTA","SI","3B6biii3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iv",,"BOGOTA","SI","3B6bivSI","3B6biv - Humedales convertidos en otras tierras","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iv","1","BOGOTA","SI","3B6biv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iv","2","BOGOTA","SI","3B6biv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","iv","3","BOGOTA","SI","3B6biv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","v",,"BOGOTA","SI","3B6bvSI","3B6bv - Otras tierras convertidas en otras tierras","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","v","1","BOGOTA","SI","3B6bv1SI","Biomasa","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","v","2","BOGOTA","SI","3B6bv2SI","MOM","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","B","6","b","v","3","BOGOTA","SI","3B6bv3SI","Suelos","null","null","null","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","C",,"null","null",,"BOGOTA","SI","3CSI","3C - Fuentes agregadas y emisiones de no CO2 provenientes de la tierra","null","null","null","0","0","0.0019321062","0.0268962849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0540989725","7.127515511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.181614483","7.181614483"
"3","C","1","null","null",,"BOGOTA","SI","3C1SI","3C1 - Emisiones por quema de biomasa","null","null","null","0","0","0.0019321062","0.0000933897",,,,,,,,,,,,,,,"0","0","0.0540989725","0.0247482822",,,,,,,,,,,,,,,"0","0.0788472546","0.0788472546"
"3","C","1","a","null",,"BOGOTA","SI","3C1aSI","3C1a - Emisiones del quemado de biomasa en Tierras forestales","Incendios en tierras forestales","Gestión de tierras forestales","Ambiente",,,"0.00167552","0.00004928",,,,,,,,,,,,,,,,,"0.04691456","0.0130592",,,,,,,,,,,,,,,,"0.05997376","0.05997376"
"3","C","1","b","null",,"BOGOTA","SI","3C1bSI","3C1b - Emisiones del quemado de biomasa en Tierras de cultivo","Incendios en tierras de cultivo o pastizales","Agropecuario","Agropecuario",,,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,"0","0"
"3","C","1","c","null",,"BOGOTA","SI","3C1cSI","3C1c - Emisiones del quemado de biomasa en Pastizales","Incendios en tierras de cultivo o pastizales","Agropecuario","Agropecuario",,,"0.0002565862","0.0000441097",,,,,,,,,,,,,,,,,"0.0071844125","0.0116890822",,,,,,,,,,,,,,,,"0.0188734946","0.0188734946"
"3","C","1","d","null",,"BOGOTA","SI","3C1dSI","3C1d - Emisiones del quemado de biomasa en Otras tierras","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"3","C","2","null","null",,"BOGOTA","SI","3C2SI","3C2 - Encalado","Encalado","Agropecuario","Agropecuario",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"3","C","3","null","null",,"BOGOTA","SI","3C3SI","3C3 - Aplicación de urea","Aplicación de urea","Agropecuario","Agropecuario",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"3","C","4","null","null",,"BOGOTA","SI","3C4SI","3C4 - Emisiones directas de N2O de suelos gestionados","Aplicación de fertilizantes nitrogenados","Agropecuario","Agropecuario","0","0","0","0.0137645587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.647608059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.647608059","3.647608059"
"3","C","4","a","null",,"BOGOTA","SI","3C4aSI","3C4a - Fertilizante sintético (FSN)","null","null","null",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"3","C","4","b","null",,"BOGOTA","SI","3C4bSI","3C4b - Fertilizante orgánico (FON)","null","null","null",,,,"0.0001586576",,,,,,,,,,,,,,,,,,"0.0420442625",,,,,,,,,,,,,,,,"0.0420442625","0.0420442625"
"3","C","4","c","null",,"BOGOTA","SI","3C4cSI","3C4c - Residuos de cultivo incluidos los fijadores de nitrógeno y de forraje en la renovación de pasturas (FCR)","null","null","null",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"3","C","4","d","null",,"BOGOTA","SI","3C4dSI","3C4d - Mineralización por cambio en el uso o manejo (FSOM)","null","null","null",,,,"0.0002219147",,,,,,,,,,,,,,,,,,"0.0588073991",,,,,,,,,,,,,,,,"0.0588073991","0.0588073991"
"3","C","4","e","null",,"BOGOTA","SI","3C4eSI","3C4e - Gestión de suelos histosoles (FOS)","null","null","null",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"3","C","4","f","null",,"BOGOTA","SI","3C4fSI","3C4f - Orina y estiércol de animales en pastoreo (FPRP)","null","null","null",,,,"0.0133839864",,,,,,,,,,,,,,,,,,"3.546756397",,,,,,,,,,,,,,,,"3.546756397","3.546756397"
"3","C","5","null","null",,"BOGOTA","SI","3C5SI","3C5 - Emisiones indirectas de N2O de suelos gestionados","Aplicación de fertilizantes nitrogenados","Agropecuario","Agropecuario","0","0","0","0.0123258201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.266342336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.266342336","3.266342336"
"3","C","5","a","null",,"BOGOTA","SI","3C5aSI","3C5a - Volatilización - Fertilizante sintético (FSN)","null","null","null",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"3","C","5","b","null",,"BOGOTA","SI","3C5bSI","3C5b - Volatilización - Fertilizante orgánico (FON)","null","null","null",,,,"0.0000777422",,,,,,,,,,,,,,,,,,"0.0206016886",,,,,,,,,,,,,,,,"0.0206016886","0.0206016886"
