"MOD","CAP","CAT","SUB","NROM","NUM","Departamento","Reportar","Nivel","Categorias","Rubro","Sector (Gráfica sectorial)","Sector (Colores histograma)","CO2abs","CO2","CH4","N2O","HFC-23","HFC-32","HFC-125","HFC-134a","HFC-143a","HFC-152a","HFC-227ea","HFC-236fa","HFC-245fa","HFC-365mfc","HFC-43-10mee","PFC-14","PFC-116","SF6","CO2abseq","CO2eq","CH4eq","N2Oeq","HFC-23eq","HFC-32eq","HFC-125eq","HFC-134aeq","HFC-143aeq","HFC-152aeq","HFC-227eaeq","HFC-236faeq","HFC-245faeq","HFC-365mfceq","HFC-43-10meeeq","PFC-14eq","PFC-116eq","SF6eq","Abosorciones_totales","Emisiones_Totales","Emisiones_Netas"
"1","A","3","d","ii",,"CHOCO","SI","1A3diiSI","1A3dii - Navegación marítima y fluvial nacional","null","null","null",,"0.7007336098","0.0000726578","0.0000207594",,,,,,,,,,,,,,,,"0.7007336098","0.0020344194","0.0055012361",,,,,,,,,,,,,,,,"0.7082692653","0.7082692653"
"1","A","3","e","null",,"CHOCO","SI","1A3eSI","1A3e - Otro tipo de transporte","null","null","null",,"7.526948655","0.0004207922","0.0028999174",,,,,,,,,,,,,,,,"7.526948655","0.0117821821","0.7684781225",,,,,,,,,,,,,,,,"8.30720896","8.30720896"
"1","A","3","e","i",,"CHOCO","SI","1A3eiSI","1A3ei - Transporte por gasoductos","Quema de combustibles en transporte por gasoductos","Minas y Energía","Minas y Energía",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","A","3","e","ii",,"CHOCO","SI","1A3eiiSI","1A3eii - Todo terreno","Quema de combustibles en maquinaria industrial","Industria","Industria",,"7.526948655","0.0004207922","0.0028999174",,,,,,,,,,,,,,,,"7.526948655","0.0117821821","0.7684781225",,,,,,,,,,,,,,,,"8.30720896","8.30720896"
"1","A","4","null","null",,"CHOCO","SI","1A4SI","1A4 - Otros sectores","null","null","null",,"33.27593006","1.492087721","0.0226505422",,,,,,,,,,,,,,,,"33.27593006","41.7784562","6.002393678",,,,,,,,,,,,,,,,"81.05677994","81.05677994"
"1","A","4","a","null",,"CHOCO","SI","1A4aSI","1A4a - Comercial / Institucional","Quema de combustibles en sectores comercial, institucional y residencial 1","Vivienda y Saneamiento","Vivienda y Saneamiento",,"2.479411658","0.0001845209","0.0000036904",,,,,,,,,,,,,,,,"2.479411658","0.0051665854","0.0009779608",,,,,,,,,,,,,,,,"1.816002382","2.485556204"
"1","A","4","b","null",,"CHOCO","SI","1A4bSI","1A4b - Residencial","Quema de combustibles en sectores comercial, institucional y residencial 2","Terciario y residencial","Terciario y residencial",,"20.15876794","1.284200352","0.01709093",,,,,,,,,,,,,,,,"20.15876794","35.95760985","4.529096448",,,,,,,,,,,,,,,,"61.31502805","60.64547423"
"1","A","4","c","null",,"CHOCO","SI","1A4cSI","1A4c - Agricultura / Silvicultura / Pesca / Piscifactorías  - Estacionaria","Uso de combustibles para fuentes fijas y móviles en el sector agropecuario","Agropecuario","Agropecuario",,"10.63775047","0.2077028489","0.0055559218",,,,,,,,,,,,,,,,"10.63775047","5.81567977","1.472319269",,,,,,,,,,,,,,,,"17.92574951","17.92574951"
"1","A","4","c","i",,"CHOCO","SI","1A4ciSI","1A4ci - Estacionaria","null","null","null",,"3.447433114","0.207300876","0.0027856987",,,,,,,,,,,,,,,,"3.447433114","5.804424528","0.7382101587",,,,,,,,,,,,,,,,"9.990067801","9.990067801"
"1","A","4","c","ii",,"CHOCO","SI","1A4ciiSI","1A4cii - Vehículos todo terreno y maquinaria","null","null","null",,"7.190317356","0.0004019729","0.0027702231",,,,,,,,,,,,,,,,"7.190317356","0.0112552419","0.7341091105",,,,,,,,,,,,,,,,"7.935681709","7.935681709"
"1","A","4","c","ii",,"CHOCO","SI","1A4ciiSI","1A4cii - Vehículos todo terreno y maquinaria","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","4","c","iii",,"CHOCO","SI","1A4ciiiSI","1A4ciii - Pesca","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","A","5","null","null",,"CHOCO","SI","1A5SI","1A5 - No especificado","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","a","null",,"CHOCO","SI","1A5aSI","1A5a - Estacionario","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","null",,"CHOCO","SI","1A5bSI","1A5b - Móvil","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","i",,"CHOCO","SI","1A5biSI","1A5bi - Móvil (componente aviación)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","ii",,"CHOCO","SI","1A5biiSI","1A5bii - Móvil (componente del sector marítimo y fluvial)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","A","5","b","iii",,"CHOCO","SI","1A5biiiSI","1A5biii - Móvil (otros)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B",,"null","null",,"CHOCO","SI","1BSI","1B - Emisiones fugitivas provenientes de la fabricación de combustible","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","1","null","null",,"CHOCO","SI","1B1SI","1B1 - Combustibles sólidos","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","null",,"CHOCO","SI","1B1aSI","1B1a - Minería carbonífera y manejo del carbón","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i",,"CHOCO","SI","1B1aiSI","1B1ai - Minas subterráneas","Minería de carbón subterránea (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","1","CHOCO","SI","1B1ai1SI","1B1ai1 - Minería","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","2","CHOCO","SI","1B1ai2SI","1B1ai2 - Emisiones posteriores a la minería","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","3","CHOCO","SI","1B1ai3SI","1B1ai3 - Minas subterráneas abandonadas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","i","4","CHOCO","SI","1B1ai4SI","1B1ai4 - Quema en antorcha de metano drenado o conversión de metano en CO2","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","ii",,"CHOCO","SI","1B1aiiSI","1B1aii - Minas de superficie","Minería de carbón a cielo abierto (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","ii","1","CHOCO","SI","1B1aii1SI","1B1aii1 - Minería","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","a","ii","2","CHOCO","SI","1B1aii2SI","1B1aii2 - Emisiones posteriores a la minería","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"1","B","1","b","null",,"CHOCO","SI","1B1bSI","1B1b - Combustión espontánea y vertederos para quema de carbón","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","1","c","null",,"CHOCO","SI","1B1cSI","1B1c - Transformación de combustibles sólidos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","null","null",,"CHOCO","SI","1B2SI","1B2 - Petróleo y gas natural","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","null",,"CHOCO","SI","1B2aSI","1B2a - Petróleo","Actividades de la cadena de petróleo (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","i",,"CHOCO","SI","1B2aiSI","1B2ai - Venteo","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","ii",,"CHOCO","SI","1B2aiiSI","1B2aii - Quema en antorcha","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii",,"CHOCO","SI","1B2aiiiSI","1B2aiii - Todos los demás","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","1","CHOCO","SI","1B2aiii1SI","1B2aiii1 - Exploración","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","2","CHOCO","SI","1B2aiii2SI","1B2aiii2 - Producción y refinación","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","3","CHOCO","SI","1B2aiii3SI","1B2aiii3 - Transporte","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","4","CHOCO","SI","1B2aiii4SI","1B2aiii4 - Refinación","null","null","null",,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","5","CHOCO","SI","1B2aiii5SI","1B2aiii5 - Distribución de productos de petróleo","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","a","iii","6","CHOCO","SI","1B2aiii6SI","1B2aiii6 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","null",,"CHOCO","SI","1B2bSI","1B2b - Gas Natural","Actividades de la cadena de gas natural (emisiones fugitivas)","Minas y Energía","Minas y Energía",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","i",,"CHOCO","SI","1B2biSI","1B2bi - Venteo","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","ii",,"CHOCO","SI","1B2biiSI","1B2bii - Quema en antorcha","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii",,"CHOCO","SI","1B2biiiSI","1B2biii - Todos los demás","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","1","CHOCO","SI","1B2biii1SI","1B2biii1 - Exploración","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","2","CHOCO","SI","1B2biii2SI","1B2biii2 - Producción","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","3","CHOCO","SI","1B2biii3SI","1B2biii3 - Procesamiento","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","4","CHOCO","SI","1B2biii4SI","1B2biii4 - Transmisión y almacenamiento","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","5","CHOCO","SI","1B2biii5SI","1B2biii5 - Distribución","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"1","B","2","b","iii","6","CHOCO","SI","1B2biii6SI","1B2biii6 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","B","3","null","null",,"CHOCO","SI","1B3SI","1B3 - Otras emisiones provenientes de la producción de energía","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C",,"null","null",,"CHOCO","SI","1CSI","1C - Transporte y almacenamiento de dióxido de carbono","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","1","null","null",,"CHOCO","SI","1C1SI","1C1 - Transporte de CO2","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","1","a","null",,"CHOCO","SI","1C1aSI","1C1a - Gasoductos","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","1","b","null",,"CHOCO","SI","1C1bSI","1C1b - Embarcaciones","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","1","c","null",,"CHOCO","SI","1C1cSI","1C1c - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","2","null","null",,"CHOCO","SI","1C2SI","1C2 - Inyección y almacenamiento","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","2","a","null",,"CHOCO","SI","1C2aSI","1C2a - Inyección","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","2","b","null",,"CHOCO","SI","1C2bSI","1C2b - Almacenamiento","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"1","C","3","null","null",,"CHOCO","SI","1C3SI","1C3 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","null",,"null","null",,"CHOCO","SI","2SI","2 - Procesos Industriales y Uso de Productos","null","null","null",,"0.2283865902","0","0","0.0000000048","0.0001156987","0.000446753","0.0039968632","0.0002606432","0","0.0000070843","0.0000000034","0.0000005901","0.0000038196",,"0.0000000028","0.0000000027","0",,"0.2283865902","0","0","0.0000591913","0.0783279893","1.416207107","5.195922127","1.251087356","0","0.0237324027","0.0000276282","0.000506344","0.0030709668",,"0.0000183559","0.0000295602","0",,"8.197375618","8.197375618"
"2","A",,"null","null",,"CHOCO","SI","2ASI","2A - Industria de los minerales","null","null","null",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","1","null","null",,"CHOCO","SI","2A1SI","2A1 - Producción de cemento","Producción de clínker en la industria cementera","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","2","null","null",,"CHOCO","SI","2A2SI","2A2 - Producción de cal","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","3","null","null",,"CHOCO","SI","2A3SI","2A3 - Producción de vidrio","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","null","null",,"CHOCO","SI","2A4SI","2A4 - Otros usos de carbonatos en los procesos","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","a","null",,"CHOCO","SI","2A4aSI","2A4a - Cerámicas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","b","null",,"CHOCO","SI","2A4bSI","2A4b - Otros usos de la ceniza de sosa","null","null","null",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","c","null",,"CHOCO","SI","2A4cSI","2A4c - Producción de magnesia no metalúrgica","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","A","4","d","null",,"CHOCO","SI","2A4dSI","2A4d - Otros (especificar)","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","A","5","null","null",,"CHOCO","SI","2A5SI","2A5 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B",,"null","null",,"CHOCO","SI","2BSI","2B - Industria Química","null","null","null",,"0","0","0",,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,"0","0"
"2","B","1","null","null",,"CHOCO","SI","2B1SI","2B1 - Producción de amoníaco","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","B","2","null","null",,"CHOCO","SI","2B2SI","2B2 - Producción de ácido nítrico","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"2","B","3","null","null",,"CHOCO","SI","2B3SI","2B3 - Producción de ácido adípico","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","4","null","null",,"CHOCO","SI","2B4SI","2B4 - Producción de caprolactama glioxil y ácido glioxílico","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,"0","0"
"2","B","5","null","null",,"CHOCO","SI","2B5SI","2B5 - Producción de carburo","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","6","null","null",,"CHOCO","SI","2B6SI","2B6 - Producción de dióxido de titanio","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","7","null","null",,"CHOCO","SI","2B7SI","2B7 - Producción de ceniza de sosa","Procesos en diferentes industrias manufactureras","Industria","Industria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","null","null",,"CHOCO","SI","2B8SI","2B8 - Producción petroquímica y de negro de humo","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","a","null",,"CHOCO","SI","2B8aSI","2B8a - Metanol","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","b","null",,"CHOCO","SI","2B8bSI","2B8b - Etileno","Procesos en industrias petroquímicas","Minas y Energía","Minas y Energía",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","c","null",,"CHOCO","SI","2B8cSI","2B8c - Dicloruro de etileno y monómero cloruro de vinilo","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","d","null",,"CHOCO","SI","2B8dSI","2B8d - Óxido de etileno","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","e","null",,"CHOCO","SI","2B8eSI","2B8e - Acrilonitrilo","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","8","f","null",,"CHOCO","SI","2B8fSI","2B8f - Negro de humo","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","B","8","g","null",,"CHOCO","SI","2B8gSI","2B8g - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","9","null","null",,"CHOCO","SI","2B9SI","2B9 - Producción fluoroquímica","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","9","a","null",,"CHOCO","SI","2B9aSI","2B9a - Emisiones de productos derivados","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","9","b","null",,"CHOCO","SI","2B9bSI","2B9b - Emisiones fugitivas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","B","10","null","null",,"CHOCO","SI","2B10SI","2B10 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","C",,"null","null",,"CHOCO","SI","2CSI","2C - Industria de los metales","null","null","null",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","C","1","null","null",,"CHOCO","SI","2C1SI","2C1 - Producción de hierro y acero","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0","0",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,"0","0"
"2","C","2","null","null",,"CHOCO","SI","2C2SI","2C2 - Producción de ferroaleaciones","Producción de ferroaleaciones","Minas y Energía","Minas y Energía",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","C","3","null","null",,"CHOCO","SI","2C3SI","2C3 - Producción de aluminio","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","C","4","null","null",,"CHOCO","SI","2C4SI","2C4 - Producción de magnesio","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","C","5","null","null",,"CHOCO","SI","2C5SI","2C5 - Producción de plomo","Procesos en diferentes industrias manufactureras","Industria","Industria",,"0",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,"0","0"
"2","C","6","null","null",,"CHOCO","SI","2C6SI","2C6 - Producción de zinc","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","C","7","null","null",,"CHOCO","SI","2C7SI","2C7 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","D",,"null","null",,"CHOCO","SI","2DSI","2D - Uso  de productos no energéticos de combustibles y de solvente","null","null","null",,"0.2283865902",,,,,,,,,,,,,,,,,,"0.2283865902",,,,,,,,,,,,,,,,,,"0.2283865902","0.2283865902"
"2","D","1","null","null",,"CHOCO","SI","2D1SI","2D1 - Uso de lubricantes","Uso de lubricantes","Industria","Industria",,"0.0000765415",,,,,,,,,,,,,,,,,,"0.0000765415",,,,,,,,,,,,,,,,,,"0.0000765415","0.0000765415"
"2","D","2","null","null",,"CHOCO","SI","2D2SI","2D2 - Uso de cera de parafina","Uso de cera de parafina","Terciario y residencial","Terciario y residencial",,"0.2283100487",,,,,,,,,,,,,,,,,,"0.2283100487",,,,,,,,,,,,,,,,,,"0.2283100487","0.2283100487"
"2","D","3","null","null",,"CHOCO","SI","2D3SI","2D3 - Uso de solventes","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","D","4","null","null",,"CHOCO","SI","2D4SI","2D4 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","E",,"null","null",,"CHOCO","SI","2ESI","2E - Industria electrónica","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","E","1","null","null",,"CHOCO","SI","2E1SI","2E1 - Circuitos integrados o semiconductores","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","E","2","null","null",,"CHOCO","SI","2E2SI","2E2 - Pantalla plana tipo TFT","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","E","3","null","null",,"CHOCO","SI","2E3SI","2E3 - Celdas fotovoltaicas","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","E","4","null","null",,"CHOCO","SI","2E4SI","2E4 - Fluidos de transferencia térmica","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","E","5","null","null",,"CHOCO","SI","2E5SI","2E5 - Otros","null","null","null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0"
"2","F",,"null","null",,"CHOCO","SI","2FSI","2F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono","null","null","null",,,,,"0.0000000048","0.0001156987","0.000446753","0.0039968632","0.0002606432","0","0.0000070843","0.0000000034","0.0000005901","0.0000038196",,"0.0000000028","0.0000000027",,,,,,"0.0000591913","0.0783279893","1.416207107","5.195922127","1.251087356","0","0.0237324027","0.0000276282","0.000506344","0.0030709668",,"0.0000183559","0.0000295602",,,"7.968989028","7.968989028"
"2","F","1","null","null",,"CHOCO","SI","2F1SI","2F1 - Refrigeración y aire acondicionado","null","null","null",,,,,"0.0000000048","0.0001156987","0.0004356008","0.0031636444","0.0002606432",,,"0.0000000034",,,,"0.0000000028","0.0000000027",,,,,,"0.0000591913","0.0783279893","1.380854485","4.1127377","1.251087356",,,"0.0000276282",,,,"0.0000183559","0.0000295602",,,"6.823142266","6.823142266"
"2","F","1","a","null",,"CHOCO","SI","2F1aSI","2F1a - Refrigeración y  aire acondicionado estacionario","null","null","null",,,,,"0.0000000048","0.0001156987","0.0004345858","0.0030905055","0.0002593988",,,"0.0000000034",,,,"0.0000000028","0.0000000027",,,,,,"0.0000591913","0.0783279893","1.377636977","4.017657204","1.24511439",,,"0.0000276282",,,,"0.0000183559","0.0000295602",,,"6.718871296","6.718871296"
"2","F","1","a","i",,"CHOCO","SI","2F1aiSI","2F1ai - Refrigeración - industria manufacturera","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,"0.0000000048","0.0000002163","0.0000190577","0.0000432885","0.0000209548",,,"0.0000000034",,,,"0.0000000028","0.0000000027",,,,,,"0.0000591913","0.0001464026","0.0604130355","0.0562750711","0.1005828551",,,"0.0000276282",,,,"0.0000183559","0.0000295602",,,"0.2175520999","0.2175520999"
"2","F","1","a","ii",,"CHOCO","SI","2F1aiiSI","2F1aii - Refrigeración - residencial","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,,"0.000033596","0.0022521883",,,,,,,,,,,,,,,,,"0.1064992288","2.927844763",,,,,,,,,,,,"3.034343992","3.034343992"
"2","F","1","a","iii",,"CHOCO","SI","2F1aiiiSI","2F1aiii - Refrigeración - comercial","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,"0.0000001308","0.0002549858","0.0006891485","0.0002384441",,,,,,,,,,,,,,,"0.0000885837","0.8083050881","0.8958930899","1.144531535",,,,,,,,,,,"2.848818297","2.848818297"
"2","F","1","a","iv",,"CHOCO","SI","2F1aivSI","2F1aiv - Aire acondicionado estacionario","Uso de sustitutos SAO","Ambiente","Ambiente",,,,,,"0.0001153516","0.0001269463","0.0001058802",,,,,,,,,,,,,,,,"0.0780930029","0.4024196243","0.1376442802",,,,,,,,,,,,"0.6181569074","0.6181569074"
